city_ascii,country,population
Caracas,Venezuela,2985000
Barcelona,Venezuela,600954
Barinas,Venezuela,284289
Barquisimeto,Venezuela,1116000
Ciudad Bolivar,Venezuela,338000
Coro,Venezuela,195227
Cumana,Venezuela,317603
Guanare,Venezuela,151642
La Guaira,Venezuela,
Los Teques,Venezuela,303470
Maracaibo,Venezuela,2072000
Maracay,Venezuela,1007000
Maturin,Venezuela,410972
Merida,Venezuela,345489
San Carlos,Venezuela,77192
San Cristobal,Venezuela,438798
San Felipe,Venezuela,76766
San Fernando de Apure,Venezuela,122701
San Juan De Los Morros,Venezuela,87739
Trujillo,Venezuela,50353
Tucupita,Venezuela,51534
Valencia,Venezuela,1770000
Puerto Ayacucho,Venezuela,52526
La Asuncion,Venezuela,35084
El Tigre,Venezuela,197440
Ciudad Guayana,Venezuela,746535
Upata,Venezuela,53685
Puerto la Cruz,Venezuela,546616
Anaco,Venezuela,117596
Porlamar,Venezuela,196934
La Esmeralda,Venezuela,150
Guasdualito,Venezuela,30860
Valle de la Pascua,Venezuela,89080
Zaraza,Venezuela,41483
Altagracia de Orituco,Venezuela,40052
Carora,Venezuela,149711
Puerto Cabello,Venezuela,174000
Maiquetia,Venezuela,315442
Ocumare del Tuy,Venezuela,166072
Calabozo,Venezuela,117132
Acarigua,Venezuela,260921
Cabimas,Venezuela,441094
Santa Rita,Venezuela,31810
San Carlos del Zulia,Venezuela,97288
Machiques,Venezuela,62968
Valera,Venezuela,191167
Punto Fijo,Venezuela,234736
Carupano,Venezuela,126293
Road Town,"Virgin Islands, British",
Quang Tri,Vietnam,72722
Thanh Hoa,Vietnam,197551
Vung Tau,Vietnam,248767
Play Ku,Vietnam,142900
Cam Ranh,Vietnam,146771
Dong Ha,Vietnam,17662
Luan Chau,Vietnam,7335
My Tho,Vietnam,124143
Bac Giang,Vietnam,53728
Bac Ninh,Vietnam,
Quang Ngai,Vietnam,250000
Long Xuyen,Vietnam,350000
Bac Kan,Vietnam,29227
Lao Chi,Vietnam,67206
Da Nang,Vietnam,1000000
Vinh Yen,Vietnam,
Kon Tum,Vietnam,105489
Son Tay,Vietnam,189547
Hanoi,Vietnam,4378000
Da Lat,Vietnam,256019
Haiphong,Vietnam,1969000
Hung Yen,Vietnam,
Cam Pha,Vietnam,135477
Buon Me Thuot,Vietnam,349945
Chau Doc,Vietnam,70239
Tuy Hoa,Vietnam,69596
Vinh,Vietnam,593645
Yen Bai,Vietnam,96540
Tam Ky,Vietnam,
Gia Nghia,Vietnam,
Da Nang,Vietnam,
Ho Chi Minh City,Vietnam,5314000
Da Lat,Vietnam,
Nha Trang,Vietnam,411556
Cao Lanh,Vietnam,149837
Dong Hoi,Vietnam,189265
Vinh Long,Vietnam,103314
Truc Giang,Vietnam,59442
Rach Gia,Vietnam,300000
Soc Trang,Vietnam,300000
Can Tho,Vietnam,1121000
Dong Xoai,Vietnam,
Hon Quan,Vietnam,40279
Hue,Vietnam,950000
Vi Thanh,Vietnam,
Viet Tri,Vietnam,350000
Bien Hoa,Vietnam,652646
Ha Tinh,Vietnam,165396
Kon Tum,Vietnam,
Phan Rang,Vietnam,179773
Phan Thiet,Vietnam,336846
Tan An,Vietnam,137498
Ca Mau,Vietnam,356636
Tra Vinh,Vietnam,131360
Qui Nhon,Vietnam,805290
Thu Dau Mot,Vietnam,244277
Tay Ninh,Vietnam,126370
Lai Chau,Vietnam,
Dien Bien Phu,Vietnam,
Thai Nguyen,Vietnam,500000
Thai Binh,Vietnam,210000
Son La,Vietnam,19054
Phu Ly,Vietnam,
Ninh Binh,Vietnam,130517
Nam Dinh,Vietnam,243186
Lang Son,Vietnam,148000
Hoa Binh,Vietnam,105260
Hong Gai,Vietnam,172915
Hai Duong,Vietnam,58030
Ha Giang,Vietnam,38362
Cao Bang,Vietnam,41112
Bac Lieu,Vietnam,225000
Ba Ria,Vietnam,
Tuyen Quang,Vietnam,36430
Port Vila,Vanuatu,44040
Isangel,Vanuatu,
Luganville,Vanuatu,13397
Lakatoro,Vanuatu,
Saratamata,Vanuatu,
Sola,Vanuatu,
Leava,Wallis And Futuna,
Mata-Utu,Wallis And Futuna,
Apia,Samoa,61916
Afega,Samoa,
Asau,Samoa,
Leulumoega,Samoa,
Safotu,Samoa,
Safotulafai,Samoa,
Lufilufi,Samoa,
Mulifanua,Samoa,
Saleaula,Samoa,
Samamea,Samoa,
Satupa`itea,Samoa,
Vailoa,Samoa,
Ordino,Andorra,
La Massana,Andorra,
Canillo,Andorra,
Andorra,Andorra,53998
Encamp,Andorra,
Sant Julia de Loria,Andorra,
Escaldes-Engordany,Andorra,
Al Fujayrah,United Arab Emirates,94163
Dubai,United Arab Emirates,1379000
Ras al Khaymah,United Arab Emirates,160849
Umm al Qaywayn,United Arab Emirates,44411
Abu Dhabi,United Arab Emirates,603492
`Ajman,United Arab Emirates,
Sharjah,United Arab Emirates,1103027
Al Ayn,United Arab Emirates,408733
Kabul,Afghanistan,3277000
Sharan,Afghanistan,
Zaranj,Afghanistan,49851
Lashkar Gah,Afghanistan,201546
Kandahar,Afghanistan,715542
Tarin Kowt,Afghanistan,10000
Herat,Afghanistan,481009
Ghazni,Afghanistan,141000
Maidan Shahr,Afghanistan,
Andkhvoy,Afghanistan,71730
Pol-e Khomri,Afghanistan,56369
Mazar-e Sharif,Afghanistan,458151
Sar-e Pul,Afghanistan,
Meymaneh,Afghanistan,199795
Gardiz,Afghanistan,103601
Asadabad,Afghanistan,48400
Jalalabad,Afghanistan,597971
Zareh Sharan,Afghanistan,13737
Mehtar Lam,Afghanistan,17345
Aybak,Afghanistan,24000
Sheberghan,Afghanistan,93241
Khost,Afghanistan,
Farah,Afghanistan,73647
Mahmud-E Eraqi,Afghanistan,7407
Qala i Naw,Afghanistan,2997
Feyzabad,Afghanistan,64704
Charikar,Afghanistan,53676
Nili,Afghanistan,
Bazarak,Afghanistan,
Kondoz,Afghanistan,259809
Qalat,Afghanistan,12191
Taloqan,Afghanistan,64256
Mayda Shahr,Afghanistan,35008
Balkh,Afghanistan,179969
Baghlan,Afghanistan,218748
Bamian,Afghanistan,61863
Karokh,Afghanistan,17484
Baraki Barak,Afghanistan,22305
Pul-e `Alam,Afghanistan,
Parun,Afghanistan,
Chaghcharan,Afghanistan,15000
Saint John's,Antigua And Barbuda,35499
The Valley,Anguilla,
Berat,Albania,46866
Korce,Albania,58259
Librazhd,Albania,12691
Gjirokaster,Albania,23437
Puke,Albania,6495
Kruje,Albania,21286
Tepelene,Albania,11955
Rreshen,Albania,10064
Corovode,Albania,14046
Shkoder,Albania,155767
Lushnje,Albania,41469
Erseke,Albania,7890
Bajram Curri,Albania,7967
Durres,Albania,142432
Burrel,Albania,15405
Kukes,Albania,17832
Gramsh,Albania,11556
Lezhe,Albania,18695
Sarande,Albania,15147
Permet,Albania,10686
Pogradec,Albania,40000
Elbasan,Albania,165010
Peshkopi,Albania,14848
Fier,Albania,82297
Tirana,Albania,895350
Vlore,Albania,89546
Yerevan,Armenia,1102000
Gyumri,Armenia,148381
Gavarr,Armenia,21680
Artashat,Armenia,20562
Yeghegnadzor,Armenia,8200
Armavir,Armenia,
Ijevan,Armenia,
Hrazdan,Armenia,
Vanadzor,Armenia,101098
Ashtarak,Armenia,18779
Kapan,Armenia,
Ijevan,Armenia,14737
Luiana,Angola,150
Mavinga,Angola,30000
Benguela,Angola,151226
Cangamba,Angola,1307
Cabinda,Angola,91791
Xangongo,Angola,447
Lubango,Angola,
Huambo,Angola,1100000
Chitado,Angola,500
Luena,Angola,21115
Mucusso,Angola,100
Ndalatando,Angola,8144
Ondjiva,Angola,10169
Mbanza-Congo,Angola,60182
Nzeto,Angola,21059
Capenda-Camulemba,Angola,80000
Calulo,Angola,795
Calucinga,Angola,531
Lubango,Angola,125632
Songo,Angola,10579
Camabatela,Angola,12837
Cacolo,Angola,984
Ambriz,Angola,17000
Dondo,Angola,2353
Saurimo,Angola,41316
Luanda,Angola,5172900
Waku Kungo,Angola,12069
Muconda,Angola,2324
Quipungo,Angola,186
Uige,Angola,60008
Quibala,Angola,8915
Menongue,Angola,13030
Sumbe,Angola,33277
Luau,Angola,18465
Caxito,Angola,28224
Cazombo,Angola,298
Malanje,Angola,125856
Lobito,Angola,207932
Soyo,Angola,67491
Kuito,Angola,114286
Cuito Caunavale,Angola,149
Chibemba,Angola,1502
Chibia,Angola,1411
Camacupa,Angola,19828
Cubal,Angola,4837
Namibe,Angola,132900
Tombua,Angola,40000
Lucapa,Angola,31041
Dundo,Angola,11985
San Juan,Argentina,447048
Los Blancos,Argentina,1145
General Roca,Argentina,73212
Ushuaia,Argentina,58028
Santa Rosa,Argentina,111424
28 de Noviembre,Argentina,5300
Comondante Luis Piedrabuena,Argentina,410
Rio Gallegos,Argentina,85700
Santa Fe,Argentina,489505
Parana,Argentina,262295
San Lorenzo,Argentina,47626
Salta,Argentina,512686
Darregueira,Argentina,3412
Trelew,Argentina,93442
Rawson,Argentina,26335
La Rioja,Argentina,162620
Villalonga,Argentina,2838
Viedma,Argentina,59122
Sunchales,Argentina,12655
Rio Colorado,Argentina,11499
Pedro Luro,Argentina,7100
San Salvador de Jujuy,Argentina,305891
Resistencia,Argentina,387158
Posadas,Argentina,357119
Paso Rio Mayo,Argentina,1825
Venado Tuerto,Argentina,72340
Corrientes,Argentina,340823
Formosa,Argentina,221383
Las Lomitas,Argentina,7683
La Plata,Argentina,694253
Mar de Ajo,Argentina,13610
Cutral Co,Argentina,47814
Ingeniero Jacobacci,Argentina,5719
Santiago del Estero,Argentina,354692
Uspallata,Argentina,2390
Tucuman,Argentina,830000
Comallo,Argentina,741
El Maiten,Argentina,4269
Mendoza,Argentina,893000
Neuquen,Argentina,242092
Cordoba,Argentina,1452000
Catamarca,Argentina,188812
Villa Rumipal,Argentina,1269
San Luis,Argentina,432310
Rio Tercero,Argentina,53389
Malargue,Argentina,11847
Tinogasta,Argentina,587
Rinconada,Argentina,6692
Abra Pampa,Argentina,4480
Humahuaca,Argentina,11369
Libertador General San Martin,Argentina,49267
San Pedro,Argentina,58430
Susques,Argentina,1093
Choele Choel,Argentina,10000
General Conesa,Argentina,2958
San Antonio Oeste,Argentina,8492
Sierra Colorado,Argentina,1522
San Carlos de Bariloche,Argentina,95394
Puerto Madryn,Argentina,64555
Telsen,Argentina,500
Sarmiento,Argentina,5185
Alto Rio Sanguer,Argentina,1548
Gastre,Argentina,557
Pampa del Infierno,Argentina,2921
Charata,Argentina,18297
Presidencia Roque Saenz Pena,Argentina,81879
Rodeo,Argentina,701
Mercedes,Argentina,49345
Villa Maria,Argentina,92453
Las Heras,Argentina,66663
Chilecito,Argentina,20343
Ingeniero Guillermo N. Juarez,Argentina,6453
Comandante Fontana,Argentina,4277
Belen,Argentina,11359
Chumbicha,Argentina,2572
Rio Grande,Argentina,31095
Puerto Deseado,Argentina,3305
Perito Moreno,Argentina,3766
Puerto San Julian,Argentina,2347
Gobernador Gregores,Argentina,2519
San Martin,Argentina,117399
La Paz,Argentina,4400
Tunuyan,Argentina,22834
San Rafael,Argentina,109163
General Pico,Argentina,57029
25 de Mayo,Argentina,17430
Victorica,Argentina,4458
Juan Jose Castelli,Argentina,9421
Victoria,Argentina,25139
Eldorado,Argentina,17365
Trancas,Argentina,1599
Chepes,Argentina,6020
Chamical,Argentina,8989
San Francisco,Argentina,59062
Concordia,Argentina,145210
El Calafate,Argentina,8000
Chos Malal,Argentina,8556
Las Lajas,Argentina,1218
Zapala,Argentina,19152
Villa Carlos Paz,Argentina,69451
Bell Ville,Argentina,35105
Rio Cuarto,Argentina,153757
Villa Angela,Argentina,30051
Concepcion del Uruguay,Argentina,67895
Gualeguaychu,Argentina,78676
Gualeguay,Argentina,33120
Comodoro Rivadavia,Argentina,140850
Esquel,Argentina,20048
Anatuya,Argentina,14133
Dolores,Argentina,25190
Chascomus,Argentina,21054
Chivilcoy,Argentina,54514
Lincoln,Argentina,24798
Goya,Argentina,72304
Frias,Argentina,13594
Vera,Argentina,9979
Reconquista,Argentina,90184
Monte Quemado,Argentina,11387
Campana,Argentina,81612
Zarate,Argentina,88781
Lujan,Argentina,81749
Mercedes,Argentina,52949
San Nicolas,Argentina,127742
Pergamino,Argentina,87652
Chacabuco,Argentina,34587
Junin,Argentina,85007
San Ramon de la Nueva Oran,Argentina,74059
Tartagal,Argentina,60819
Joaquin V. Gonzalez,Argentina,13376
General Guemes,Argentina,19828
Cerrillos,Argentina,11498
Cafayate,Argentina,11785
San Antonio de los Cobres,Argentina,4000
Alta Gracia,Argentina,40384
Azul,Argentina,53941
Lobos,Argentina,18278
Veinticinco de Mayo,Argentina,24668
Nueve de Julio,Argentina,34718
Mercedes,Argentina,30649
Mar del Plata,Argentina,555897
Balcarce,Argentina,18967
Juarez,Argentina,10609
Coronel Suarez,Argentina,27000
Tandil,Argentina,104325
Carhue,Argentina,7190
Olavarria,Argentina,86320
Rafaela,Argentina,88713
San Justo,Argentina,9607
Rosario,Argentina,1203000
Villa Constitucion,Argentina,44271
Bahia Blanca,Argentina,281536
Punta Alta,Argentina,57209
Tres Arroyos,Argentina,47136
Necochea,Argentina,80478
Buenos Aires,Argentina,12795000
Eisenstadt,Austria,13165
Innsbruck,Austria,155214
Bregenz,Austria,26928
Salzburg,Austria,206279
Linz,Austria,349161
Wiener Neustadt,Austria,82762
Sankt Polten,Austria,
Graz,Austria,263234
Klagenfurt,Austria,90610
Vienna,Austria,2400000
Kingoonya,Australia,50
Port Denison,Australia,1213
Cairns,Australia,154225
Kwinana,Australia,20086
Cranbourne,Australia,460491
Port Hedland,Australia,14288
Port Lincoln,Australia,13630
Port Macquarie,Australia,48547
Port Pirie,Australia,12506
Portland,Australia,11808
Proserpine,Australia,3976
Busselton,Australia,10214
Caboolture,Australia,31513
Cooma,Australia,6520
Streaky Bay,Australia,1060
Sunbury,Australia,29925
Sydney,Australia,4630000
Karumba,Australia,173
Esperance,Australia,7888
Exmouth,Australia,1085
Forbes,Australia,4838
Morawa,Australia,259
Moree,Australia,8203
Katherine,Australia,10141
Katoomba,Australia,22076
Launceston,Australia,72458
Laverton,Australia,316
Leeton,Australia,7299
Leonara,Australia,227
Seymour,Australia,3693
Singleton,Australia,13813
Newcastle,Australia,1134616
Norseman,Australia,1004
Batemans Bay,Australia,10557
Bathurst,Australia,6111
Griffith,Australia,15455
Whyalla,Australia,22559
Wilcannia,Australia,442
Katanning,Australia,3934
Bongaree,Australia,13649
Bordertown,Australia,2583
Boulia,Australia,600
Bourke,Australia,2475
Mackay,Australia,75922
Southern Cross,Australia,187
Ulladulla,Australia,9250
Victor Harbor,Australia,7760
Andamooka,Australia,528
Hervey Bay,Australia,25114
Gunnedah,Australia,7148
Gympie,Australia,11649
Halls Creek,Australia,1209
Hamilton,Australia,8869
Winton,Australia,1157
Mudgee,Australia,5391
Ivanhoe,Australia,265
Pannawonica,Australia,686
Dubbo,Australia,31574
Tom Price,Australia,2723
Parkes,Australia,11137
Sale,Australia,22486
Bendigo,Australia,81657
Berri,Australia,4716
Adelaide,Australia,1145000
Adelaide River,Australia,237
Albany,Australia,26445
Burketown,Australia,200
Burnie,Australia,19972
Penola,Australia,1514
Perth,Australia,1532000
Peterborough,Australia,1689
Scone,Australia,4624
Scottsdale,Australia,2468
Narrabri,Australia,7082
Narrogin,Australia,4238
Townsville,Australia,138954
Traralgon,Australia,18226
Central Coast,Australia,3026
Broome,Australia,13218
Bunbury,Australia,26998
Wyndham,Australia,800
Yamba,Australia,1806
Tumby Bay,Australia,1791
Forster-Tuncurry,Australia,17591
Bundaberg,Australia,52472
Yulara,Australia,930
Richmond,Australia,13880
Richmond,Australia,296
Rockhampton,Australia,65850
Roebourne,Australia,19260
Roma,Australia,5496
Cloncurry,Australia,1202
Cobram,Australia,4659
Coffs Harbour,Australia,62978
Colac,Australia,9089
Alice Springs,Australia,27710
Ararat,Australia,6110
Carnarvon,Australia,7392
Ceduna,Australia,1586
Charleville,Australia,1900
Charters Towers,Australia,9573
Kalbarri,Australia,1537
Kununurra,Australia,5679
Dalby,Australia,9847
Lithgow,Australia,11128
Manjimup,Australia,4240
Maitland,Australia,18625
Mandurah,Australia,73356
Karratha,Australia,16796
Gawler,Australia,16362
Geelong,Australia,160991
Georgetown,Australia,818
Geraldton,Australia,27258
Maryborough,Australia,7046
Maryborough,Australia,20678
McMinns Lagoon,Australia,5025
Toowoomba,Australia,92800
Onslow,Australia,573
Orange,Australia,39329
Stawell,Australia,6991
Echuca,Australia,19457
Eidsvold,Australia,459
Emerald,Australia,9398
Tamworth,Australia,38551
Taree,Australia,44182
Ballarat,Australia,85109
Ballina,Australia,14242
Barcaldine,Australia,1068
Mount Barker,Australia,1781
Mount Gambier,Australia,23209
Mount Isa,Australia,33200
Mount Magnet,Australia,424
Kempsey,Australia,11840
Queanbeyan,Australia,32602
Queenstown,Australia,2352
Quilpie,Australia,560
Ravensthorpe,Australia,1101
Warrnambool,Australia,29928
Warwick,Australia,12347
Weipa,Australia,2830
Ouyen,Australia,1400
Wollongong,Australia,260914
Wonthaggi,Australia,5985
Kiama,Australia,10379
Kimba,Australia,636
Kingaroy,Australia,8573
Pine Creek,Australia,665
Hobart,Australia,80870
Darwin,Australia,93080
Gingin,Australia,1446
Meekatharra,Australia,654
Melbourne,Australia,4170000
Woomera,Australia,450
Moranbah,Australia,10000
Port Augusta,Australia,13897
Port Douglas,Australia,3000
Gladstone,Australia,30489
Gold Coast,Australia,527660
Horsham,Australia,12830
Hughenden,Australia,421
Northam,Australia,5855
Nowra,Australia,94781
Shepparton,Australia,33550
Yeppoon,Australia,10769
Young,Australia,7501
Caloundra,Australia,38706
Ingham,Australia,6127
Innisfail,Australia,10143
Inverell,Australia,8561
Kingston,Australia,14371
Kingston South East,Australia,206
Clare,Australia,3061
Bowen,Australia,10983
Melton,Australia,32368
Meningie,Australia,1501
Merimbula,Australia,6367
Merredin,Australia,2668
Mildura,Australia,47867
Thargomindah,Australia,203
Theodore,Australia,246
Three Springs,Australia,190
Oatlands,Australia,1157
Wagin,Australia,1598
Armidale,Australia,22673
Atherton,Australia,6959
Ayr,Australia,9078
Bairnsdale,Australia,11005
Camooweal,Australia,187
Canberra,Australia,327700
Longreach,Australia,2894
Brisbane,Australia,1860000
Devonport,Australia,19317
Wallaroo,Australia,2779
Wangaratta,Australia,14022
Cowell,Australia,537
Cowra,Australia,6795
Goondiwindi,Australia,4251
Goulburn,Australia,20940
Grafton,Australia,9955
Murray Bridge,Australia,18194
Muswellbrook,Australia,11630
Windorah,Australia,158
Bedourie,Australia,142
Newman,Australia,5138
Birdsville,Australia,283
Kalgoorlie,Australia,36852
Biloela,Australia,6309
Smithton,Australia,4202
Bicheno,Australia,177
Deniliquin,Australia,8024
Broken Hill,Australia,17395
Swan Hill,Australia,9276
Albury,Australia,104258
Wagga Wagga,Australia,55381
Tumut,Australia,6526
Lismore,Australia,31430
Byron Bay,Australia,6764
Tweed Heads,Australia,33065
Oranjestad,Aruba,68775
Baku,Azerbaijan,2122300
Goranboy,Azerbaijan,7333
Saki,Azerbaijan,64968
Fuzuli,Azerbaijan,
Lankaran,Azerbaijan,60180
Xocali,Azerbaijan,
Agdam,Azerbaijan,
Astara,Azerbaijan,
Cabrayil,Azerbaijan,
Beylaqan,Azerbaijan,
Masalli,Azerbaijan,
Bilasuvar,Azerbaijan,
Calilabad,Azerbaijan,
Davaci,Azerbaijan,
Agsu,Azerbaijan,
Yevlax,Azerbaijan,53716
Mingacevir,Azerbaijan,
Ganca,Azerbaijan,303268
Sumqayt,Azerbaijan,279159
Xacmaz,Azerbaijan,
Imisli,Azerbaijan,
Saatli,Azerbaijan,
Lacin,Azerbaijan,
Sarur,Azerbaijan,
Qubadli,Azerbaijan,
Heydarabad,Azerbaijan,
Yardimli,Azerbaijan,
Sahbuz,Azerbaijan,
Qivraq,Azerbaijan,
Ordubad,Azerbaijan,
Goycay,Azerbaijan,35348
Agdas,Azerbaijan,
Naftalan,Azerbaijan,
Naxcivan,Azerbaijan,94788
Goygol,Azerbaijan,
Haciqabul,Azerbaijan,
Kurdamir,Azerbaijan,
Qobustan,Azerbaijan,
Barda,Azerbaijan,
Lerik,Azerbaijan,
Stepanakert,Azerbaijan,57473
Susa,Azerbaijan,
Daskasan,Azerbaijan,
Salyan,Azerbaijan,
Qusar,Azerbaijan,
Ali Bayramli,Azerbaijan,70684
Sabirabad,Azerbaijan,
Quba,Azerbaijan,
Gadabay,Azerbaijan,8657
Oguz,Azerbaijan,6876
Balakan,Azerbaijan,
Qax,Azerbaijan,
Xirdalan,Azerbaijan,
Neftcala,Azerbaijan,
Agcabadi,Azerbaijan,
Kalbacar,Azerbaijan,
Qazax,Azerbaijan,
Agstafa,Azerbaijan,
Tovuz,Azerbaijan,12626
Qabala,Azerbaijan,
Agdam,Azerbaijan,0
Ismayilli,Azerbaijan,
Samux,Azerbaijan,
Samkir,Azerbaijan,
Zaqatala,Azerbaijan,
Qabala,Azerbaijan,11867
Kapan,Azerbaijan,42288
Zangilan,Azerbaijan,
Tartar,Azerbaijan,
Siyazan,Azerbaijan,
Zardab,Azerbaijan,
Xizi,Azerbaijan,
Ucar,Azerbaijan,
Xocavand,Azerbaijan,
Sarajevo,Bosnia And Herzegovina,696731
Banja Luka,Bosnia And Herzegovina,221738
Brcko,Bosnia And Herzegovina,
Tuzla,Bosnia And Herzegovina,144334
Zenica,Bosnia And Herzegovina,164423
Mostar,Bosnia And Herzegovina,163067
Prijedor,Bosnia And Herzegovina,104858
Bridgetown,Barbados,191152
Dhaka,Bangladesh,12797394
Narayanganj,Bangladesh,223622
Khulna,Bangladesh,1553000
Jessore,Bangladesh,243987
Sylhet,Bangladesh,237000
Chittagong,Bangladesh,4529000
Barisal,Bangladesh,202242
Comilla,Bangladesh,389411
Rajshahi,Bangladesh,810000
Pabna,Bangladesh,137888
Saidpur,Bangladesh,232209
Tangail,Bangladesh,180144
Nawabganj,Bangladesh,142361
Jamalpur,Bangladesh,167900
Rangpur,Bangladesh,285564
Mymensingh,Bangladesh,330126
Brussels,Belgium,1743000
Arlon,Belgium,26179
Antwerpen,Belgium,920000
Liege,Belgium,749110
Hasselt,Belgium,69222
Mons,Belgium,91277
Gent,Belgium,444336
Namur,Belgium,106284
Charleroi,Belgium,345367
Brugge,Belgium,146469
Banfora,Burkina Faso,60288
Tougan,Burkina Faso,17590
Po,Burkina Faso,17924
Bobo Dioulasso,Burkina Faso,360106
Tenkodogo,Burkina Faso,38108
Diapaga,Burkina Faso,26013
Sebba,Burkina Faso,3273
Ouahigouya,Burkina Faso,79504
Kaya,Burkina Faso,40017
Gaoua,Burkina Faso,
Manga,Burkina Faso,15173
Sapouy,Burkina Faso,3837
Ouagadougou,Burkina Faso,1149000
Orodara,Burkina Faso,18632
Bogande,Burkina Faso,9854
Ziniare,Burkina Faso,12703
Fada Ngourma,Burkina Faso,33910
Leo,Burkina Faso,26884
Diebougou,Burkina Faso,12732
Gaoua,Burkina Faso,28023
Dedougou,Burkina Faso,45341
Nouna,Burkina Faso,29048
Koudougou,Burkina Faso,87347
Reo,Burkina Faso,37535
Yako,Burkina Faso,22904
Solenzo,Burkina Faso,10385
Djibo,Burkina Faso,22223
Dori,Burkina Faso,37806
Gorom Gorom,Burkina Faso,6691
Zorgo,Burkina Faso,23892
Boulsa,Burkina Faso,17489
Koupela,Burkina Faso,32052
Kombissiri,Burkina Faso,30137
Ruse,Bulgaria,184270
Varna,Bulgaria,312770
Pazardzhik,Bulgaria,
Yambol,Bulgaria,
Sliven,Bulgaria,96368
Dobrich,Bulgaria,94831
Lovec,Bulgaria,42211
Plovdiv,Bulgaria,340494
Vidin,Bulgaria,
Shumen,Bulgaria,87283
Razgrad,Bulgaria,38285
Silistra,Bulgaria,
Blagoevgrad,Bulgaria,
Burgas,Bulgaria,195966
Montana,Bulgaria,47445
Gabrovo,Bulgaria,
Kyustendil,Bulgaria,51067
Vratsa,Bulgaria,71633
Stara Zagora,Bulgaria,143431
Smolyan,Bulgaria,
Pernik,Bulgaria,82467
Pleven,Bulgaria,118675
Sofia,Bulgaria,1185000
Khaskovo,Bulgaria,79699
Kardzhali,Bulgaria,
Targovishte,Bulgaria,
Turnovo,Bulgaria,53115
Manama,Bahrain,563920
Kayanza,Burundi,19443
Ruyigi,Burundi,38458
Bururi,Burundi,20393
Makamba,Burundi,19642
Cibitoke,Burundi,
Rutana,Burundi,20893
Cankuzo,Burundi,6585
Muramvya,Burundi,18041
Gitega,Burundi,
Gitega,Burundi,23167
Kirundo,Burundi,6083
Muyinga,Burundi,71076
Rumonge,Burundi,
Bubanza,Burundi,12728
Karusi,Burundi,10705
Ngozi,Burundi,21506
Mwaro,Burundi,
Isale,Burundi,
Bujumbura,Burundi,331700
Kandi,Benin,109701
Dogbo,Benin,
Savalou,Benin,
Ouidah,Benin,83503
Lokossa,Benin,86971
Sakete,Benin,
Natitingou,Benin,80892
Abomey,Benin,82154
Djougou,Benin,202810
Parakou,Benin,188853
Porto-Novo,Benin,300000
Cotonou,Benin,762000
Gustavia,Saint Barthelemy,
Hamilton,Bermuda,52320
Bandar Seri Begawan,Brunei,296500
Uyuni,Bolivia,12939
Santa Cruz de la Sierra,Bolivia,
La Paz,Bolivia,1590000
Sica Sica,Bolivia,1006
Puerto Suarez,Bolivia,22000
Coroico,Bolivia,2361
Coro Coro,Bolivia,1884
San Ignacio,Bolivia,25391
San Matias,Bolivia,6352
Santa Ana,Bolivia,234478
Robore,Bolivia,10036
Baures,Bolivia,2422
Ascension,Bolivia,14429
Oruro,Bolivia,246501
Apolo,Bolivia,4189
San Jose,Bolivia,9211
Viacha,Bolivia,34776
Charana,Bolivia,197
Trinidad,Bolivia,84259
Potosi,Bolivia,179901
San Carlos,Bolivia,6353
Quime,Bolivia,4045
Reyes,Bolivia,7376
Rurrenabaque,Bolivia,11749
San Ramon,Bolivia,6490
Achacachi,Bolivia,8447
San Rafael,Bolivia,1201
Magdalena,Bolivia,3445
San Borja,Bolivia,19640
Guayaramerin,Bolivia,36008
Puerto Quijarro,Bolivia,10392
Cochabamba,Bolivia,1000000
Santa Cruz,Bolivia,2102998
Sucre,Bolivia,224838
Tupiza,Bolivia,28766
San Lorenzo,Bolivia,3000
Camargo,Bolivia,4715
Villamontes,Bolivia,18761
Cobija,Bolivia,44437
Tarabuco,Bolivia,2428
Camiri,Bolivia,27961
Cuevo,Bolivia,953
Charagua,Bolivia,3025
Padilla,Bolivia,2920
Bermejo,Bolivia,36544
Entre Rios,Bolivia,2685
Tarija,Bolivia,159269
Villazon,Bolivia,37215
Puerto Heath,Bolivia,10
Piso Firme,Bolivia,72
Betanzos,Bolivia,4847
Sabaya,Bolivia,573
Vallegrande,Bolivia,8422
Samaipata,Bolivia,2926
Llica,Bolivia,553
Aiquile,Bolivia,8224
Villa Martin,Bolivia,10
San Javier,Bolivia,4210
Riberalta,Bolivia,74014
Llallagua,Bolivia,28069
Uncia,Bolivia,4723
Challapata,Bolivia,9114
Quillacollo,Bolivia,227052
Punata,Bolivia,26323
Cliza,Bolivia,15816
Portachuelo,Bolivia,11485
Montero,Bolivia,88616
Puerto Villarroel,Bolivia,1778
Puerto Acosta,Bolivia,1123
Sorata,Bolivia,2190
Taua,Brazil,29188
Uruguaiana,Brazil,123480
Quixada,Brazil,49328
Cabo de Santo Agostinho,Brazil,146219
Sao Gabriel,Brazil,55434
Sao Borja,Brazil,59613
Santo Angelo,Brazil,65420
Santa Rosa,Brazil,59281
Quarai,Brazil,23229
Salvador,Brazil,3484000
Vila Velha,Brazil,1209091
Santa Cruz do Sul,Brazil,113625
Laguna,Brazil,39711
Muriae,Brazil,91173
Londrina,Brazil,520238
Sao Lourenco do Sul,Brazil,25340
Porto Uniao,Brazil,71578
